"出発地","バス停名","出発時","出発分","運賃"
"&#9733","毛越寺","18","43",""
"","平泉駅前","18","45",""
"","鈴沢","18","47",""
"","花館","18","48",""
"","中尊寺","18","49",""
"","衣川橋","18","51",""
"","瀬原","18","53",""
