"出発地","バス停名","出発時","出発分","運賃"
"&#9733","大佐","13","30",""
"","中里新町","13","31",""
"","沢田入口","13","32",""
"","山目駅前","13","32",""
"","中里市民センター前","13","33",""
"","山目一丁目","13","34",""
"","配志和神社前","13","35",""
"","竹山","13","36",""
"","一関一高前","13","39",""
"","大町角","13","40",""
"","大町通り","13","41",""
"","一関駅前","13","43",""
