"出発地","バス停名","出発時","出発分","運賃"
"&#9733","祇園","7","32",""
"","佐野","7","33",""
"","川屋敷","7","34",""
"","大佐","7","35",""
"","中里新町","7","36",""
"","沢田入口","7","37",""
"","山目駅前","7","37",""
"","中里市民センター前","7","38",""
"","山目一丁目","7","39",""
"","配志和神社前","7","40",""
"","竹山","7","41",""
"","一関一高前","7","44",""
"","大町角","7","45",""
"","大町通り","7","46",""
"","一関駅前","7","48",""
