"出発地","バス停名","出発時","出発分","運賃"
"&#9733","三日町",12,11,
,"七日町",12,12,
,"前沢新町",12,12,
,"二十人町",12,13,
,"母体口",12,14,
,"前沢保育所前",12,15,
,"イオン前沢",12,18,
